data_ref;cod_prestador;nome_prestador;nome_municipio_principal_prestador;uf_prestador;macro_regional_prestador;micro_regional_prestador;nome_municipio_principal_benef;uf_beneficiario;macro_regional_benef;micro_regional_benef;tipo_consulta;qtde_consultas;valor_consultas
2023_01;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;MADRE DE DEUS DE MINAS;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;2;100,8
2023_01;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;NANUQUE;MG;NORDESTE;NANUQUE;URGENCIA;1;50,4
2023_01;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;RIO DE JANEIRO;RJ;FORAMG;FORAMG;URGENCIA;1;50,4
2023_01;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;SANTA CRUZ DE MINAS;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;4;201,6
2023_01;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;123;6199,2
2023_01;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;SAO TIAGO;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;2;100,8
2023_01;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;TIRADENTES;MG;CENTRO SUL;SAO JOAO DEL REI;URGENCIA;1;50,4
2023_01;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;1;50,4
2023_01;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;;RJ;;;URGENCIA;1;50,4
2023_01;48036;INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;DIAMANTINA;MG;NORDESTE;DIAMANTINA;URGENCIA;1;50,4
2023_01;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;AIMORES;MG;LESTE;RESPLENDOR;URGENCIA;1;50,4
2023_01;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;ITUETA;MG;LESTE;RESPLENDOR;URGENCIA;5;252,0
2023_01;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;RESPLENDOR;MG;LESTE;RESPLENDOR;URGENCIA;31;1560,0
2023_01;48049;SOCIEDADE BENEFICENTE SAO CAMILO;RESPLENDOR;MG;LESTE;RESPLENDOR;SANTA RITA DO ITUETO;MG;LESTE;RESPLENDOR;URGENCIA;1;50,4
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;ARINOS;MG;NOROESTE;ARINOS;URGENCIA;5;252,0
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;BARBACENA;MG;CENTRO SUL;BARBACENA;URGENCIA;1;50,4
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;50,4
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;BONFINOPOLIS DE MINAS;MG;NOROESTE;UNAI;URGENCIA;2;100,8
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;BURITIS;MG;NOROESTE;ARINOS;URGENCIA;1;50,4
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;CHAPADA GAUCHA;MG;NOROESTE;ARINOS;URGENCIA;1;50,4
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;DOM BOSCO;MG;NOROESTE;UNAI;URGENCIA;2;100,8
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;PARACATU;MG;NOROESTE;PARACATU;URGENCIA;1;50,4
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;PIRAPORA;MG;NORTE;PIRAPORA;URGENCIA;1;50,4
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;SAO SEBASTIAO DO MARANHAO;MG;LESTE;SANTA MARIA DO SUACUI;URGENCIA;2;100,8
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;UNAI;MG;NOROESTE;UNAI;URGENCIA;168;8467,2
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;URUANA DE MINAS;MG;NOROESTE;UNAI;URGENCIA;1;50,4
2023_01;48059;CASA DE SAUDE SANTA MONICA LTDA;UNAI;MG;NOROESTE;UNAI;;GO;;;URGENCIA;1;50,4
2023_01;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;BELMIRO BRAGA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_01;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;BIAS FORTES;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_01;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;BOM JARDIM DE MINAS;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_01;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;BRASILIA;DF;FORAMG;FORAMG;URGENCIA;1;64,4
2023_01;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;DIVINO;MG;SUDESTE;CARANGOLA;URGENCIA;1;64,4
2023_01;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;29;1867,6
2023_01;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;PEDRO TEIXEIRA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_01;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;RIO NOVO;MG;SUDESTE;UBA;URGENCIA;1;64,4
2023_01;48076;INSTITUTO ONCOLOGICO SA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;SAO JOAO NEPOMUCENO;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;64,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALMENARA;MG;NORDESTE;ALMENARA;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALPINOPOLIS;MG;SUL;PASSOS;URGENCIA;10;496,8
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;5;249,6
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BOM JESUS DA PENHA;MG;SUL;PASSOS;URGENCIA;3;151,2
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAMPO BELO;MG;OESTE;CAMPO BELO;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAPITOLIO;MG;SUL;PIUMHI;URGENCIA;2;100,8
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CARMO DO RIO CLARO;MG;SUL;PASSOS;URGENCIA;7;345,6
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CASSIA;MG;SUL;PASSOS;URGENCIA;7;350,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;COQUEIRAL;MG;SUL;VARGINHA;URGENCIA;3;151,2
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CORREGO FUNDO;MG;OESTE;FORMIGA;URGENCIA;2;100,8
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DELFINOPOLIS;MG;SUL;PASSOS;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DORESOPOLIS;MG;SUL;PIUMHI;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;FORTALEZA DE MINAS;MG;SUL;PASSOS;URGENCIA;6;300,0
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;GUAPE;MG;SUL;ALFENAS;URGENCIA;2;100,8
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ILICINEA;MG;SUL;ALFENAS;URGENCIA;3;148,8
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITABIRITO;MG;CENTRO;OURO PRETO;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITAJUBA;MG;SUL;ITAJUBA;URGENCIA;2;98,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITAMOGI;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITAU DE MINAS;MG;SUL;PASSOS;URGENCIA;17;849,6
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;JACUI;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;6;297,6
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;LAVRAS;MG;SUL;LAVRAS;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;MACHADO;MG;SUL;ALFENAS;URGENCIA;2;98,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;MONTE SANTO DE MINAS;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;3;148,8
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;NOVA RESENDE;MG;SUL;PASSOS;URGENCIA;8;398,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;OLIVEIRA;MG;OESTE;OLIVEIRA;URGENCIA;2;100,8
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PASSOS;MG;SUL;PASSOS;URGENCIA;583;29265,6
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PIMENTA;MG;OESTE;FORMIGA;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PIUMHI;MG;SUL;PIUMHI;URGENCIA;3;151,2
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PRATAPOLIS;MG;SUL;PASSOS;URGENCIA;14;698,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;RIBEIRAO PRETO;SP;FORAMG;FORAMG;URGENCIA;2;100,8
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO JOAO BATISTA DO GLORIA;MG;SUL;PASSOS;URGENCIA;4;199,2
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO JOSE DA BARRA;MG;SUL;PASSOS;URGENCIA;8;398,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO PEDRO DA UNIAO;MG;SUL;PASSOS;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO ROQUE DE MINAS;MG;SUL;PIUMHI;URGENCIA;2;98,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO TOMAS DE AQUINO;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;2;100,8
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;UBERABA;MG;TRIANGULO DO SUL;UBERABA;URGENCIA;4;199,2
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;VARGINHA;MG;SUL;VARGINHA;URGENCIA;1;50,4
2023_01;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;;;;;URGENCIA;1;50,4
2023_01;48094;HOSPITAL DE CATAGUASES;CATAGUASES;MG;SUDESTE;CATAGUASES;ASTOLFO DUTRA;MG;SUDESTE;UBA;URGENCIA;1;50,4
2023_01;48094;HOSPITAL DE CATAGUASES;CATAGUASES;MG;SUDESTE;CATAGUASES;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;50,4
2023_01;48094;HOSPITAL DE CATAGUASES;CATAGUASES;MG;SUDESTE;CATAGUASES;CATAGUASES;MG;SUDESTE;CATAGUASES;URGENCIA;19;957,6
2023_01;48094;HOSPITAL DE CATAGUASES;CATAGUASES;MG;SUDESTE;CATAGUASES;CONTAGEM;MG;CENTRO;CONTAGEM;URGENCIA;1;50,4
2023_01;48094;HOSPITAL DE CATAGUASES;CATAGUASES;MG;SUDESTE;CATAGUASES;DONA EUZEBIA;MG;SUDESTE;CATAGUASES;URGENCIA;1;50,4
2023_01;48094;HOSPITAL DE CATAGUASES;CATAGUASES;MG;SUDESTE;CATAGUASES;GUARANI;MG;SUDESTE;UBA;URGENCIA;1;50,4
2023_01;48094;HOSPITAL DE CATAGUASES;CATAGUASES;MG;SUDESTE;CATAGUASES;RAUL SOARES;MG;LESTE DO SUL;RAUL SOARES;URGENCIA;2;100,8
2023_01;48094;HOSPITAL DE CATAGUASES;CATAGUASES;MG;SUDESTE;CATAGUASES;SANTANA DE CATAGUASES;MG;SUDESTE;CATAGUASES;URGENCIA;2;100,8
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;ALEM PARAIBA;MG;SUDESTE;CATAGUASES;URGENCIA;1;50,4
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;BRAS PIRES;MG;SUDESTE;UBA;URGENCIA;5;252,0
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;DIVINESIA;MG;SUDESTE;UBA;URGENCIA;2;100,8
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;DORES DO TURVO;MG;SUDESTE;UBA;URGENCIA;1;50,4
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;ERVALIA;MG;SUDESTE;MURIAE;URGENCIA;2;100,8
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;GUARANI;MG;SUDESTE;UBA;URGENCIA;2;100,8
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;GUIDOVAL;MG;SUDESTE;UBA;URGENCIA;5;252,0
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;GUIRICEMA;MG;SUDESTE;UBA;URGENCIA;1;50,4
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;URGENCIA;1;50,4
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;PIRAUBA;MG;SUDESTE;UBA;URGENCIA;1;50,4
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;RODEIRO;MG;SUDESTE;UBA;URGENCIA;1;50,4
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;SENADOR FIRMINO;MG;SUDESTE;UBA;URGENCIA;1;50,4
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;SILVEIRANIA;MG;SUDESTE;UBA;URGENCIA;1;50,4
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;TOCANTINS;MG;SUDESTE;UBA;URGENCIA;5;252,0
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;UBA;MG;SUDESTE;UBA;URGENCIA;82;4132,8
2023_01;48098;ASSOCIACAO BENEFICENTE CATOLICA;UBA;MG;SUDESTE;UBA;VISCONDE DO RIO BRANCO;MG;SUDESTE;UBA;URGENCIA;2;100,8
2023_01;48100;HOSPITAL NOSSA SENHORA DO BRASIL;BAMBUI;MG;OESTE;BAMBUI;BAMBUI;MG;OESTE;BAMBUI;URGENCIA;10;504,0
2023_01;48100;HOSPITAL NOSSA SENHORA DO BRASIL;BAMBUI;MG;OESTE;BAMBUI;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;2;100,8
2023_01;48100;HOSPITAL NOSSA SENHORA DO BRASIL;BAMBUI;MG;OESTE;BAMBUI;DIVINOPOLIS;MG;OESTE;DIVINOPOLIS;URGENCIA;1;50,4
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;64,4
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;BURITIZEIRO;MG;NORTE;PIRAPORA;URGENCIA;1;64,4
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;CANAA;MG;LESTE DO SUL;VICOSA;URGENCIA;1;64,4
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;COROMANDEL;MG;TRIANGULO DO NORTE;PATROCINIO;URGENCIA;5;322,0
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;CRUZEIRO DA FORTALEZA;MG;NOROESTE;PATOS DE MINAS;URGENCIA;1;64,4
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;GUIMARANIA;MG;NOROESTE;PATOS DE MINAS;URGENCIA;5;305,6
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;PATOS DE MINAS;MG;NOROESTE;PATOS DE MINAS;URGENCIA;4;241,2
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;URGENCIA;152;9674,0
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;SERRA DO SALITRE;MG;NOROESTE;PATOS DE MINAS;URGENCIA;2;128,8
2023_01;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;TRES CORACOES;MG;SUL;TRES CORACOES;URGENCIA;1;64,4
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;ALEM PARAIBA;MG;SUDESTE;CATAGUASES;URGENCIA;2;100,8
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;ALMENARA;MG;NORDESTE;ALMENARA;URGENCIA;1;50,4
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;ANTONIO PRADO DE MINAS;MG;SUDESTE;MURIAE;URGENCIA;1;50,4
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;ARAPONGA;MG;LESTE DO SUL;VICOSA;URGENCIA;1;50,4
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;ARGIRITA;MG;SUDESTE;CATAGUASES;URGENCIA;1;50,4
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;BARAO DE MONTE ALTO;MG;SUDESTE;MURIAE;URGENCIA;6;302,4
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;2;100,8
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;CARANGOLA;MG;SUDESTE;CARANGOLA;URGENCIA;5;252,0
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;DIVINO;MG;SUDESTE;CARANGOLA;URGENCIA;5;252,0
2023_01;48118;CASA DE CARIDADE DE MURIAE-HOSPITAL SAO PAULO;MURIAE;MG;SUDESTE;MURIAE;ERVALIA;MG;SUDESTE;MURIAE;URGENCIA;1;50,4
